id 	 symbal	     lable	     description
11669 	 /m/0ddkf 	 Paul Simon	 American musician, songwriter and producer 
11670 	 /m/0ddt_ 	 Star Wars: Episode I – The Phantom Menace	 1999 American epic space opera film directed by George Lucas 
11671 	 /m/0df2zx 	 Jackass Number Two	 2006 film by Jeff Tremaine 
11672 	 /m/0df4y 	 Tianjin	 municipality in China 
11673 	 /m/0df92l 	 Curse of the Golden Flower	 2006 film directed by Zhang Yimou 
11674 	 /m/0df9z 	 Holy Roman Emperor	 emperor of the Holy Roman Empire 
11675 	 /m/0df_c 	 Grenoble	 commune in Isère, France 
11676 	 /m/0dfcn 	 Oahu	 island in the United States of America 
11677 	 /m/0dfjb8 	 Nassar	 Indian film actor, director 
11678 	 /m/0dfrq 	 Seamus Heaney	 Irish poet, playwright, translator, lecturer 
11679 	 /m/0dfw0 	 Star Wars Episode II: Attack of the Clones	 2002 science fiction film 
11680 	 /m/0dg3jz 	 Charles LeMaire	 American costume designer 
11681 	 /m/0dg3n1 	 Africa	 continent on the Earth's northern and southern hemispheres 
11682 	 /m/0dgd_ 	 cinematographer	 chief over the camera and lighting crews working on a film 
11683 	 /m/0dgfx 	 Brunswick	 city in Lower Saxony, Germany 
11684 	 /m/0dgpwnk 	 This Must Be the Place	 2011 film directed by Paolo Sorrentino 
11685 	 /m/0dgq80b 	 Ghost Rider: Spirit of Vengeance	 2012 supernatural superhero film 
11686 	 /m/0dgq_kn 	 The Girl with the Dragon Tattoo	 2011 film by David Fincher 
11687 	 /m/0dgr5xp 	 Hundred Flowers Award for Best Actor	 None 
11688 	 /m/0dgrmp 	 goalkeeper	 position in association football (soccer) 
11689 	 /m/0dgrwqr 	 Red State	 2011 film by Kevin Smith 
11690 	 /m/0dgshf6 	 Hundred Flowers Award for Best Actress	 None 
11691 	 /m/0dgskx 	 Jim Carter	 English actor 
11692 	 /m/0dgst_d 	 My Week with Marilyn	 2011 British drama film 
11693 	 /m/0dh1n_ 	 Mitchell Leisen	 American film director 
11694 	 /m/0dh73w 	 Henry Bumstead	 art director 
11695 	 /m/0dh8v4 	 Detective Conan: The Phantom of Baker Street	 2002 film by Kenji Kodama 
11696 	 /m/0dhd5 	 Islamabad	 capital city of Pakistan 
11697 	 /m/0dhdp 	 Leicester	 city in Leicestershire, East Midlands, England 
11698 	 /m/0dhf5 	 Malacca	 Malaysian state 
11699 	 /m/0dhml 	 Frederick	 city in Frederick County, Maryland, United States 
11700 	 /m/0dhqyw 	 Vidyasagar	 Wikipedia disambiguation page 
11701 	 /m/0dhrqx 	 Ben Sahar	 footballer 
11702 	 /m/0dj0m5 	 Christopher Columbus: The Discovery	 1992 film by John Glen 
11703 	 /m/0dj0x 	 Wiltshire	 ceremonial county of England (use Q21694746 for administrative unitary authority) 
11704 	 /m/0dj5q 	 Charles de Gaulle	 eighteenth President of the French Republic 
11705 	 /m/0dj75 	 Allium cepa	 species of plant (for the onion, use Q21558811) 
11706 	 /m/0dj7p 	 Montgomery County	 county in New York, United States 
11707 	 /m/0djb3vw 	 Restless	 2011 British-American drama film 
11708 	 /m/0djbw 	 rabbi	 teacher of Torah 
11709 	 /m/0djc3s 	 Pritam Chakraborty	 Music director and composer 
11710 	 /m/0djd22 	 medical drama	 television drama program where events center around a medical environment 
11711 	 /m/0djd3 	 Albuquerque	 city in New Mexico, USA 
11712 	 /m/0djgt 	 Jammu and Kashmir	 Indian state 
11713 	 /m/0djkrp 	 The History Boys	 2006 film by Nicholas Hytner 
11714 	 /m/0djlxb 	 I'm Not There	 2007 film by Todd Haynes 
11715 	 /m/0djtky 	 Thomas Dekker	 American actor 
11716 	 /m/0djvzd 	 Delroy Facey	 footballer 
11717 	 /m/0djywgn 	 Rowan Atkinson	 English actor, comedian, and screenwriter 
11718 	 /m/0dk0dj 	 Komiks	 None 
11719 	 /m/0dkb83 	 FC Kuban Krasnodar	 Russian association football club in  Krasnodar 
11720 	 /m/0dkv90 	 Red Cliff	 2008 Chinese film directed by John Woo 
11721 	 /m/0dky9n 	 Ralph E. Winters	 Canadian film editor 
11722 	 /m/0dl08 	 jurist-consultant	 person and a profession who is advising on legal matters 
11723 	 /m/0dl4z 	 Western Front	 main theatre of war during the First World War 
11724 	 /m/0dl567 	 Taylor Swift	 American singer-songwriter 
11725 	 /m/0dl5d 	 progressive rock	 rock music subgenre that emphasizes complexity and form 
11726 	 /m/0dl6fv 	 David Copperfield	 1999 UK TV film 
11727 	 /m/0dl9_4 	 Eastern Promises	 2007 crime thriller film 
11728 	 /m/0dlglj 	 Clifton Collins	 American actor 
11729 	 /m/0dlhg 	 Washington County	 county in New York 
11730 	 /m/0dlj8q2 	 Le Monde's 100 Books of the Century	 Wikimedia list article 
11731 	 /m/0dll_t2 	 This Means War	 2012 film by McG 
11732 	 /m/0dlm_ 	 Riyadh	 capital of Saudi Arabia 
11733 	 /m/0dln8jk 	 The Hangover Part II	 2011 film by Todd Phillips 
11734 	 /m/0dlngsd 	 Sherlock Holmes: A Game of Shadows	 2011 film by Guy Ritchie 
11735 	 /m/0dlqv 	 Santiago	 capital city of Chile 
11736 	 /m/0dls3 	 grunge	 subgenre of alternative rock 
11737 	 /m/0dlv0 	 New Delhi	 district of Delhi and Indian capital city 
11738 	 /m/0dlw0 	 Umbria	 region of Italy 
11739 	 /m/0dlwj 	 Phnom Penh	 capital of Cambodia 
11740 	 /m/0dlxj 	 Minsk	 capital city of Belarus 
11741 	 /m/0dly0 	 Perugia	 Italian comune 
11742 	 /m/0dm00 	 sketch comedy	 series of short comedy scenes or vignettes 
11743 	 /m/0dm0f 	 Shropshire	 ceremonial county in the United Kingdom (use Q21694759 for administrative unitary authority) 
11744 	 /m/0dm5l 	 Pet Shop Boys	 English synthpop duo 
11745 	 /m/0dmn0x 	 The Lives of Others	 2006 German film by Florian Henckel von Donnersmarck 
11746 	 /m/0dmtp 	 Cisco Systems	 American multinational technology company 
11747 	 /m/0dmy0 	 Somerset	 ceremonial county of England (use Q21694741 for administrative non-metropolitan county) 
11748 	 /m/0dn16 	 bubblegum pop	 genre of pop music 
11749 	 /m/0dn3n 	 Meg Ryan	 American actress and producer 
11750 	 /m/0dn44 	 Terry Jones	 Welsh comedian, screenwriter, actor, film director and author 
11751 	 /m/0dn7v 	 sumo	 full-contact wrestling sport 
11752 	 /m/0dn8b 	 Anne Arundel County	 county in Maryland, United States 
11753 	 /m/0dn_w 	 Amtrak	 intercity rail operator in the United States 
11754 	 /m/0dng4 	 Daffy Duck	 fictional duck 
11755 	 /m/0dnkmq 	 The Incredible Hulk	 2008 superhero film produced by Marvel Studios 
11756 	 /m/0dnvn3 	 The Ladykillers	 2004 film by Joel Coen, Ethan Coen 
11757 	 /m/0dnw1 	 Breakfast at Tiffany's	 1961 romantic comedy movie 
11758 	 /m/0dp7wt 	 The Island of Dr. Moreau	 1996 American film 
11759 	 /m/0dp90 	 Canberra	 capital city of Australia 
11760 	 /m/0dpl44 	 Crazy in Alabama	 1999 comedy-drama film 
11761 	 /m/0dplh 	 University College London	 public research university in London, United Kingdom 
11762 	 /m/0dpqk 	 Eric Idle	 British stand-up comedian 
11763 	 /m/0dprg 	 Lyon	 commune in the metropolis of Lyon, France 
11764 	 /m/0dq16 	 Albany	 county seat of Albany County, New York, USA and New York federated state capital city 
11765 	 /m/0dq23 	 General Dynamics	 defense manufacturing conglomerate 
11766 	 /m/0dq2k 	 John C. Calhoun	 7th Vice President of the United States 
11767 	 /m/0dq3c 	 vice president	 officer in government or business 
11768 	 /m/0dq626 	 Holes	 2003 film by Andrew Davis 
11769 	 /m/0dq630k 	 baritone guitar	 variation on the standard guitar, with a longer scale length 
11770 	 /m/0dq6p 	 VHS	 consumer-level analog recording videotape-based cassette standard 
11771 	 /m/0dq9p 	 pneumonia	 inflammatory condition of the lung 
11772 	 /m/0dq9wx 	 Lauren Conrad	 Television personality, author, fashion and designer 
11773 	 /m/0dq_5 	 chief executive officer	 highest-ranking corporate officer or administrator 
11774 	 /m/0dqcm 	 Audrey Hepburn	 Belgium actress 
11775 	 /m/0dqcs3 	 The Wicker Man	 2006 film by Neil LaBute 
11776 	 /m/0dqmt0 	 Avi Lerner	 American film producer 
11777 	 /m/0dqyc 	 Zeeland	 province of the Netherlands 
11778 	 /m/0dqytn 	 The Witches of Eastwick	 1987 film by George Miller 
11779 	 /m/0dqyw 	 Ōsaka	 city in Japan 
11780 	 /m/0dqzkv 	 Leon Shamroy	 American cinematographer 
11781 	 /m/0dr1c2 	 Vampire Knight	 shōjo manga and anime series 
11782 	 /m/0dr31 	 Darmstadt	 city in Hessen, Germany 
11783 	 /m/0dr3sl 	 Shrek	 2001 animated adventure comedy film 
11784 	 /m/0dr5y 	 John Carpenter	 American film director, screenwriter and producer 
11785 	 /m/0dr7s 	 War of the Austrian Succession	 war 
11786 	 /m/0dr89x 	 The Bridges of Madison County	 1995 American romantic drama film 
11787 	 /m/0dr_4 	 Titanic	 1997 American romantic disaster film 
11788 	 /m/0dr_9t7 	 Bernie	 2011 American film directed by Richard Linklater 
11789 	 /m/0drc1 	 Richard Rodgers	 American composer 
11790 	 /m/0drdv 	 Ben Elton	 English comedian, author, playwright, actor and director 
11791 	 /m/0drnwh 	 Memoirs of a Geisha	 2005 film by Rob Marshall 
11792 	 /m/0drr3 	 Allegany County	 county in New York, United States 
11793 	 /m/0drrw 	 Broome County	 county in New York, United States 
11794 	 /m/0drs7 	 Cattaraugus County	 county in New York, United States 
11795 	 /m/0drs_ 	 Chautauqua County	 county in New York, United States of America 
11796 	 /m/0drsm 	 Cayuga County	 county in New York, United States 
11797 	 /m/0drtkx 	 Golden Globe Award for Best Animated Feature Film	 award 
11798 	 /m/0drtv8 	 64th Golden Globe Awards	 None 
11799 	 /m/0dryh9k 	 Indian people	 ethnic group 
11800 	 /m/0ds11z 	 Sweeney Todd: The Demon Barber of Fleet Street	 2007 film by Tim Burton 
11801 	 /m/0ds1glg 	 We Bought a Zoo	 2011 film by Cameron Crowe 
11802 	 /m/0ds2l81 	 Big Miracle	 2012 film by Ken Kwapis 
11803 	 /m/0ds2n 	 Independence Day	 1996 US science fiction film 
11804 	 /m/0ds2sb 	 David Kirschner	 American television producer 
11805 	 /m/0ds33 	 Armageddon	 1998 science fiction film 
11806 	 /m/0ds35l9 	 Bridesmaids	 2011 film by Paul Feig 
11807 	 /m/0ds3t5x 	 The Help	 2011 American film 
11808 	 /m/0ds460j 	 65th Tony Awards	 award ceremony 
11809 	 /m/0ds5_72 	 The Muppets	 2011 film by James Bobin 
11810 	 /m/0ds6bmk 	 Tyrannosaur	 2011 British drama film 
11811 	 /m/0dsb_yy 	 Laura Carmichael	 English actress 
11812 	 /m/0dscrwf 	 The Vow	 2012 film by Michael Sucsy 
11813 	 /m/0dsfnd 	 Beijing Guoan F.C.	 association football club 
11814 	 /m/0dsvzh 	 Gone Baby Gone	 2007 film by Ben Affleck 
11815 	 /m/0dsx3f 	 Friday Night Lights	 TV series 
11816 	 /m/0dszr0 	 Nicole Sullivan	 actress, Comedienne, Voice artist 
11817 	 /m/0dt1cm 	 Akon	 American R&B and hip hop artist of Senegalese origin 
11818 	 /m/0dt39 	 Nobel Prize in Physics	 a yearly award given by the Royal Swedish Academy of Sciences for those who conferred the most outstanding contributions for mankind in the field of physics 
11819 	 /m/0dt49 	 Nobel Prize in Physiology or Medicine	 one of five Nobel Prizes established in 1895 by Alfred Nobel 
11820 	 /m/0dt5k 	 Gwynedd	 principal area and county in north-west Wales 
11821 	 /m/0dt645q 	 Toshio Furukawa	 Japanese voice actor 
11822 	 /m/0dt8xq 	 Borat	 2006 mockumentary comedy film 
11823 	 /m/0dt_q_ 	 Atromitos F.C.	 association football club 
11824 	 /m/0dtd6 	 Genesis	 English rock band 
11825 	 /m/0dtfn 	 Star Wars Episode IV: A New Hope	 1977 American epic space opera film 
11826 	 /m/0dth6b 	 39th Academy Awards	 None 
11827 	 /m/0dthsy 	 35th Academy Awards	 None 
11828 	 /m/0dttf 	 Addis Ababa	 capital city of Ethiopia 
11829 	 /m/0dtw1x 	 The Aristocrats	 2005 film by Paul Provenza, Penn Jillette 
11830 	 /m/0dtzkt 	 Leonard Cohen: I'm Your Man	 2005 film by Lian Lunson 
11831 	 /m/0dv0z 	 Dutch Republic	 republic in Europe existing from 1581 to 1795 
11832 	 /m/0dv1hh 	 Leon Cort	 footballer 
11833 	 /m/0dv9v 	 Newcastle	 city in New South Wales, Australia 
11834 	 /m/0dvld 	 Kate Winslet	 English actress and singer 
11835 	 /m/0dvmd 	 Leonardo DiCaprio	 American actor and film producer 
11836 	 /m/0dvqq 	 Green Day	 American alternative rock band 
11837 	 /m/0dw3l 	 Les Claypool	 American musician 
11838 	 /m/0dw4b0 	 Swimming Upstream	 2003 film by Russell Mulcahy 
11839 	 /m/0dw4g 	 U2	 Irish alternative rock band 
11840 	 /m/0dw6b 	 Alexander Pushkin	 Russian poet 
11841 	 /m/0dwcl 	 Sierra Entertainment	 former video game developer and publisher company 
11842 	 /m/0dwfw 	 County Tyrone	 county in Northern Ireland 
11843 	 /m/0dwh5 	 Fremont	 city in California 
11844 	 /m/0dwl2 	 Valve Corporation	 American video game development and digital distribution company 
11845 	 /m/0dwly 	 children's literature	 stories, books, and poems that are enjoyed by and targeted primarily towards children 
11846 	 /m/0dwr4 	 xylophone	 musical instrument of the family of mallets 
11847 	 /m/0dwsp 	 marimba	 percussion instrument consisting of a set of wooden bars struck with mallets 
11848 	 /m/0dwt5 	 vibraphone	 musical instrument 
11849 	 /m/0dwtp 	 glockenspiel	 percussion instrument composed of a set of tuned keys arranged in the fashion of the keyboard of a piano 
11850 	 /m/0dwvl 	 celesta	 struck idiophone operated by a keyboard 
11851 	 /m/0dwxr 	 modern pentathlon	 sport which combines fencing, swimming, show jumping, shooting and running 
11852 	 /m/0dwz3t 	 Cardiff City F.C.	 association football club in Wales 
11853 	 /m/0dx84s 	 2005 Major League Baseball season	 None 
11854 	 /m/0dx8gj 	 Lust, Caution	 2007 film by Ang Lee 
11855 	 /m/0dx97 	 Christopher Wren	 English architect 
11856 	 /m/0dx_q 	 Joan Collins	 English actress, author and columnist 
11857 	 /m/0dxmyh 	 David Henrie	 American actor 
11858 	 /m/0dxtg 	 screenwriter	 writer who writes for TV, films, comics and games 
11859 	 /m/0dxtw 	 special effects	 illusions or tricks to change appearance 
11860 	 /m/0dxyzb 	 L.A.S.K. Linz	 association football club in Austria 
11861 	 /m/0dy04 	 University of Vienna	 public university located in Vienna, Austria 
11862 	 /m/0dy68h 	 Angers SCO	 French football club 
11863 	 /m/0dy6c9 	 Tours FC	 association football club in France 
11864 	 /m/0dyb1 	 Toy Story	 1995 American animated film 
11865 	 /m/0dyg2 	 Vancouver Island	 island of Canada 
11866 	 /m/0dyjz 	 West Midlands	 metropolitan county in England 
11867 	 /m/0dyl9 	 Milwaukee	 county seat of Milwaukee County, Wisconsin, United States 
11868 	 /m/0dyztm 	 Aleksa Palladino	 American actress and singer 
11869 	 /m/0dz3r 	 record producer	 individual who oversees and manages the recording of an artist's music 
11870 	 /m/0dz46 	 Lloyd Alexander	 American children's writer 
11871 	 /m/0dz8b 	 sword and sorcery	 genre of fantasy fiction 
11872 	 /m/0dz96 	 magician	 real human, said to be practitioner of some paranormal forces 
11873 	 /m/0dzbl 	 Eton College	 British independent boarding school located in Eton 
11874 	 /m/0dzc16 	 Emilio Estefan	 Cuban-American musician, producer, actor, entrepreneur 
11875 	 /m/0dzf_ 	 Robin Williams	 American actor and stand-up comedian 
11876 	 /m/0dzfdw 	 Tony Award for Best Choreography	 award 
11877 	 /m/0dzkq 	 Jacques Derrida	 French philosopher (1930-2004) 
11878 	 /m/0dzlbx 	 Iron Man	 2008 superhero film produced by Marvel Studios 
11879 	 /m/0dzlk 	 Olivia Newton-John	 English-born Australian singer, songwriter and actress 
11880 	 /m/0dznvw 	 23rd Academy Awards	 None 
11881 	 /m/0dzs0 	 Gettysburg	 borough and the county seat of Adams County in the U.S. state of Pennsylvania 
11882 	 /m/0dzst 	 Duke University	 private university in Durham, North Carolina, United States 
11883 	 /m/0dzt9 	 Richmond	 capital city of Commonwealth of Virginia, United States 
11884 	 /m/0dzz6g 	 American Splendor	 2003 American biographical film about Harvey Pekar 
11885 	 /m/0dzz_ 	 Lincolnshire	 ceremonial county in the east of England (use Q21269047 for administrative non-metropolitan county) 
11886 	 /m/0f03_ 	 urban planner	 professional who works on city planning 
11887 	 /m/0f04c 	 Palo Alto	 city in Santa Clara County, California, United States 
11888 	 /m/0f04v 	 San Jose	 county seat of Santa Clara County, California, United States 
11889 	 /m/0f0gt_ 	 Asian people	 Wikimedia disambiguation page 
11890 	 /m/0f0kz 	 Christopher Lee	 British actor and singer 
11891 	 /m/0f0p0 	 Ray Milland	 actor, director 
11892 	 /m/0f0qfz 	 Alan Parsons	 audio engineer, musician, and record producer from England 
11893 	 /m/0f0sbl 	 Corsica	 territorial collectivity of France 
11894 	 /m/0f0y8 	 John Coltrane	 American jazz saxophonist 
11895 	 /m/0f0z_ 	 Moscow	 City in Idaho, United States 
11896 	 /m/0f102 	 University of Idaho	 public research university in Moscow, Idaho, USA 
11897 	 /m/0f11p 	 Somerville College	 college of the University of Oxford 
11898 	 /m/0f13b 	 Leonard Nimoy	 American actor, film director, poet, musician and photographer 
11899 	 /m/0f14q 	 Majel Barrett	 American actress and producer 
11900 	 /m/0f1_p 	 Gujarat	 state of India 
11901 	 /m/0f1jhc 	 Andy Heyward	 Producer, writer, CEO 
11902 	 /m/0f1k__ 	 AC Bellinzona	 association football club in Switzerland 
11903 	 /m/0f1kwr 	 FC Lugano	 association football club in Switzerland 
11904 	 /m/0f1m8 	 Skidmore, Owings and Merrill	 American architectural and engineering firm 
11905 	 /m/0f1nl 	 Georgia Institute of Technology	 public research university in Atlanta, Georgia, United States 
11906 	 /m/0f1pyf 	 Keith Andrews	 Irish footballer 
11907 	 /m/0f1r9 	 United States Department of the Treasury	 United States federal executive department 
11908 	 /m/0f1sm 	 Hartford	 city in Hartford County, Connecticut, United States, USA and Connecticut federated state capital city 
11909 	 /m/0f1vrl 	 Haim Saban	 media proprietor 
11910 	 /m/0f24cc 	 Colorado Buffaloes football	 None 
11911 	 /m/0f25w9 	 chicken	 meat of a chicken 
11912 	 /m/0f25y 	 Santa Fe	 capital of state of New Mexico, United States; county seat of Santa Fe County, New Mexico 
11913 	 /m/0f276 	 Hayden Christensen	 Canadian actor 
11914 	 /m/0f2c8g 	 Cochin Haneefa	 Indian actor 
11915 	 /m/0f2df 	 David Niven	 English actor and novelist 
11916 	 /m/0f2nf 	 New Haven	 city in New Haven County, Connecticut, United States 
11917 	 /m/0f2pf9 	 Louisville metropolitan area	 None 
11918 	 /m/0f2r6 	 Salt Lake City	 county seat in Salt Lake County, Utah, USA and Utah federated state capital city 
11919 	 /m/0f2rq 	 Dallas	 county seat of Dallas County, Texas, United States; fourth largest metropolitan area in the United States 
11920 	 /m/0f2s6 	 Fort Worth	 county seat of Tarrant County, Texas, United States 
11921 	 /m/0f2sq 	 Galveston	 county seat of Galveston County, Texas, United States; port and coastal city 
11922 	 /m/0f2sx4 	 I Now Pronounce You Chuck and Larry	 2007 film by Dennis Dugan 
11923 	 /m/0f2tj 	 New Orleans	 port city in Orleans Parish, Louisiana, United States 
11924 	 /m/0f2v0 	 Miami	 county seat of Miami-Dade County, Florida, United States 
11925 	 /m/0f2w0 	 San Antonio	 county seat city in Bexar County, Texas, USA 
11926 	 /m/0f2wj 	 Hollywood	 district in Los Angeles, California, United States 
11927 	 /m/0f2yw 	 Doha	 capital of Qatar 
11928 	 /m/0f2zc 	 Jim Thorpe	 American track and field athlete and baseball player 
11929 	 /m/0f38nv 	 SPV	 German music label 
11930 	 /m/0f3kl 	 diarrhea	 Human disease 
11931 	 /m/0f3m1 	 Star Wars Episode V: The Empire Strikes Back	 1980 science fiction film 
11932 	 /m/0f3nn 	 Lorenz Hart	 lyricist 
11933 	 /m/0f3ys2 	 Solihull	 town in the West Midlands of England 
11934 	 /m/0f3zf_ 	 Dean Cundey	 American cinematographer 
11935 	 /m/0f3zsq 	 Tak Fujimoto	 cinematographer 
11936 	 /m/0f40w 	 Vanilla Sky	 2001 film by Cameron Crowe 
11937 	 /m/0f42nz 	 Om Shanti Om	 2007 Hindi language film 
11938 	 /m/0f485 	 City of Westminster	 borough and city in London 
11939 	 /m/0f4_2k 	 Angels & Demons	 2009 American mystery thriller 
11940 	 /m/0f4_l 	 Pulp Fiction	 1994 American crime film 
11941 	 /m/0f4dx2 	 Garret Dillahunt	 American actor 
11942 	 /m/0f4hc 	 (+/-)-pantothenic acid	 chemical compound 
11943 	 /m/0f4k49 	 And Starring Pancho Villa as Himself	 None 
11944 	 /m/0f4k5 	 vitamin B12	 water-soluble vitamin 
11945 	 /m/0f4kp 	 vitamin B6	 None 
11946 	 /m/0f4l5 	 retinol	 chemical compound 
11947 	 /m/0f4m2z 	 The Name of the Rose	 1986 medieval thriller movie 
11948 	 /m/0f4r5 	 Bureau of Land Management	 agency within the United States Department of the Interior 
11949 	 /m/0f4vbz 	 Angelina Jolie	 American actress, film director and screenwriter 
11950 	 /m/0f4vx 	 Leaving Las Vegas	 1995 romantic drama film 
11951 	 /m/0f4vx0 	 2007 NBA Draft	 None 
11952 	 /m/0f4x7 	 Academy Award for Best Actor	 award presented annually by the Academy of Motion Picture Arts and Sciences 
11953 	 /m/0f4y3 	 Columbia County	 county located in the U.S. state of New York 
11954 	 /m/0f4y_ 	 Delaware County	 county in New York, United States of America 
11955 	 /m/0f4yh 	 Raiders of the Lost Ark	 1981 film by Steven Spielberg 
11956 	 /m/0f4zv 	 Erie County	 county in New York, United States 
11957 	 /m/0f502 	 John Travolta	 American actor, dancer and singer 
11958 	 /m/0f5hyg 	 Granada CF	 Spanish football club 
11959 	 /m/0f5kw7 	 F.C. Ashdod	 association football club in Israel 
11960 	 /m/0f5mdz 	 Yoram Globus	 Israeli film producer 
11961 	 /m/0f5xn 	 Samuel L. Jackson	 American actor and film producer 
11962 	 /m/0f5zj6 	 Hrithik Roshan	 Indian actor 
11963 	 /m/0f60c 	 Essex County	 county in New York, United States 
11964 	 /m/0f612 	 Franklin County	 county in New York, United States 
11965 	 /m/0f61tk 	 The Rocketeer	 1991 film by Joe Johnston, Mark Dindal 
11966 	 /m/0f63n 	 Greene County	 county in New York, United States 
11967 	 /m/0f67f 	 Kalamazoo	 county seat of Kalamazoo County, Michigan, United States 
11968 	 /m/0f6_4 	 Rensselaer County	 county in New York, United States 
11969 	 /m/0f6_dy 	 Titus Welliver	 American actor 
11970 	 /m/0f6_j 	 Putnam County	 county in New York, United States 
11971 	 /m/0f6_x 	 James Earl Jones	 American actor 
11972 	 /m/0f6c3 	 attorney general	 in common law jurisdictions, main legal advisor to the government 
11973 	 /m/0f6cl2 	 FC Anzhi Makhachkala	 Russian association football club 
11974 	 /m/0f6lx 	 Charlie Parker	 American jazz saxophonist and composer 
11975 	 /m/0f6rc 	 Chinese Civil War	 1927–1950 civil war in China 
11976 	 /m/0f6zs 	 Warren County	 county in New York 
11977 	 /m/0f721s 	 20th Century Fox Television	 TV production company 
11978 	 /m/0f7fy 	 Lyndon B. Johnson	 American politician, 36th President of the United States 
11979 	 /m/0f7h2g 	 Nathan H. Juran	 American film director 
11980 	 /m/0f7h2v 	 Chris Messina	 American actor 
11981 	 /m/0f7hc 	 Eddie Murphy	 American stand-up comedian, actor, and singer 
11982 	 /m/0f7hw 	 Coming to America	 1988 film by John Landis 
11983 	 /m/0f830f 	 Robert Clohessy	 American actor 
11984 	 /m/0f83g2 	 Hapoel Be'er Sheva F.C.	 football club in Israel 
11985 	 /m/0f87jy 	 Mike Henry	 American actor, musician, and comedian 
11986 	 /m/0f8grf 	 Mamoru Miyano	 Japanese actor, voice actor and singer 
11987 	 /m/0f8j13 	 Fear and Loathing in Las Vegas	 1998 film by Terry Gilliam 
11988 	 /m/0f8j6 	 Kensington	 district within the Royal Borough of Kensington and Chelsea in central London 
11989 	 /m/0f8l9c 	 France	 republic with mainland in Europe and numerous oversea territories 
11990 	 /m/0f8pz 	 Andrew Lloyd Webber	 British composer 
11991 	 /m/0f8x_r 	 Western North Carolina	 None 
11992 	 /m/0f94t 	 Harlem	 group of neighborhoods in Manhattan, New York 
11993 	 /m/0f9rw9 	 2010 NCAA Men's Division I Basketball Tournament	 None 
11994 	 /m/0f__1 	 Louisville	 county seat of Jefferson County, Kentucky, United States 
11995 	 /m/0f_j1 	 free improvisation	 genre of music 
11996 	 /m/0f_nbyh 	 Producers Guild of America Award for Best Theatrical Motion Picture	 None 
11997 	 /m/0f_y9 	 John Denver	 American singer, songwriter, activist, and humanitarian 
11998 	 /m/0f_zkz 	 Hal Mohr	 Movie cinematographer 
11999 	 /m/0fb0v 	 Geffen Records	 American record label 
12000 	 /m/0fb18 	 Adirondack Mountains	 mountain range 
12001 	 /m/0fb1q 	 Whoopi Goldberg	 American actress 
12002 	 /m/0fb2l 	 Marillion	 British rock band 
12003 	 /m/0fb7c 	 Leslie Nielsen	 Canadian actor 
12004 	 /m/0fb7sd 	 The Kingdom	 2007 film directed by Peter Berg 
12005 	 /m/0fb_1 	 Herkimer County	 county in New York, United States 
12006 	 /m/0fbdb 	 Fragaria	 genus of plants 
12007 	 /m/0fbftr 	 Louisville Cardinals football	 football team of the University of Louisville 
12008 	 /m/0fbq2n 	 Oregon Ducks football	 football team of the University of Oregon 
12009 	 /m/0fbtbt 	 Primetime Emmy Award for Outstanding Drama Series	 award 
12010 	 /m/0fbtm7 	 UCLA Bruins football	 None 
12011 	 /m/0fbvqf 	 Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series	 award 
12012 	 /m/0fbw6 	 cabbage	 variety of plants 
12013 	 /m/0fbx6 	 Juliette Binoche	 French actress 
12014 	 /m/0fby2t 	 Jonah Hill	 American actor 
12015 	 /m/0fbzp 	 Jefferson County	 county in New York, United States 
12016 	 /m/0fc1_ 	 Madison County	 county in New York, United States 
12017 	 /m/0fc1m 	 Livingston County	 county in New York 
12018 	 /m/0fc2c 	 Monroe County	 county in New York, United States 
12019 	 /m/0fc32 	 Ontario County	 county in New York, United States 
12020 	 /m/0fc9js 	 Primetime Emmy Award for Outstanding Variety, Music or Comedy Series	 None 
12021 	 /m/0fc_9 	 Oneida County	 county in New York, United States 
12022 	 /m/0fc_p 	 Onondaga County	 county in New York, United States 
12023 	 /m/0fcgd 	 Pennine Alps	 mountain range in the Western part of the Alps 
12024 	 /m/0fcrg 	 North Brabant	 province of the Netherlands 
12025 	 /m/0fcsd 	 Asia	 rock band from England 
12026 	 /m/0fcyj 	 Caracas	 capital of Venezuela 
12027 	 /m/0fczy 	 Niagara County	 county in New York, United States 
12028 	 /m/0fd3y 	 ambient music	 music genre 
12029 	 /m/0fd6qb 	 Edward G. Boyle	 Set director 
12030 	 /m/0fd_1 	 DeWitt Clinton	 politician from the United States 
12031 	 /m/0fdjb 	 supernatural	 term meaning "that which is not subject to the laws of physics" 
12032 	 /m/0fdpd 	 Schenectady	 county seat of Schenectady County, New York, United States 
12033 	 /m/0fdtd7 	 Golden Reel Award	 None 
12034 	 /m/0fdv3 	 Star Wars: Episode III – Revenge of the Sith	 2005 science fiction film 
12035 	 /m/0fdys 	 English literature	 literary works written in the English Language 
12036 	 /m/0ff0x 	 Steuben County	 county in New York, United States of America 
12037 	 /m/0ff2k 	 Roald Dahl	 British novelist, short story writer, poet, fighter pilot and screenwriter 
12038 	 /m/0ff3y 	 Joseph Heller	 American author 
12039 	 /m/0ffgh 	 R. Kelly	 American singer-songwriter, record producer, rapper and former professional basketball player 
12040 	 /m/0ffjqy 	 Croatian American	 ethnic group 
